,Date,Mkt-RF,SMB,HML,RMW,CMA,RF,ADS_Index,SP500,AMERIBOR,T10YIE,T5YIE,BAMLH0A0HYM2,BAMLH0A0HYM2EY,DGS10,DGS1,RIFSPPFAAD90NB,DCPN3M,DCPF1M,DCOILWTICO,DHHNGSP,USRECD,USRECDM,USRECDP
272,1/31/2020,-1.74,-0.5,-0.35,-0.44,-0.66,0.006,0.125865,3225.52,1.65636706,1.65,1.6,4.03,5.43,1.51,1.45,1.72,1.59,1.64,51.58,1.91,0,0,0
273,2/3/2020,0.84,0.36,-0.68,-0.68,-0.42,0.006,0.14829,3248.92,1.6472014,1.63,1.56,3.97,5.38,1.54,1.46,1.65,1.53,1.59,50.06,1.9,0,0,1
274,2/4/2020,1.57,-0.14,-0.68,0.38,-0.17,0.006,0.137134,3297.59,1.64165049,1.64,1.58,3.85,5.34,1.61,1.48,1.64,1.56,1.6,49.59,1.89,0,0,1
275,2/5/2020,0.97,0.74,1.46,0.96,0.67,0.006,0.116667,3334.69,1.62845912,1.66,1.61,3.75,5.27,1.66,1.49,1.65,1.54,1.55,50.87,1.89,0,0,1
276,2/6/2020,0.27,-0.59,-0.83,-0.04,-0.4,0.006,0.0868816,3345.78,1.63541819,1.67,1.61,3.7,5.22,1.65,1.51,1.68,1.55,1.63,50.94,1.86,0,0,1
277,2/7/2020,-0.55,-0.84,-0.03,-0.23,-0.57,0.006,0.0477694,3327.71,1.6255814,1.66,1.61,3.75,5.21,1.59,1.49,1.66,1.52,1.63,50.34,1.93,0,0,1
278,2/10/2020,0.73,-0.17,-0.88,-0.12,-0.51,0.006,-0.125538,3352.09,1.63266183,1.66,1.62,3.75,5.19,1.56,1.45,1.66,1.56,1.58,49.59,1.85,0,0,1
279,2/11/2020,0.28,0.34,1.04,0.24,0.33,0.006,-0.201852,3357.75,1.63164204,1.65,1.6,3.65,5.12,1.59,1.48,1.59,1.53,1.58,50,1.85,0,0,1
280,2/12/2020,0.66,0.15,-0.35,0.21,0.06,0.006,-0.287455,3379.45,1.63049092,1.66,1.64,3.59,5.09,1.62,1.49,1.61,1.57,,51.13,1.91,0,0,1
281,2/13/2020,-0.09,0.16,0,-0.11,-0.4,0.006,-0.382372,3373.94,1.62642281,1.67,1.65,3.57,5.07,1.61,1.48,1.59,1.56,,51.41,1.95,0,0,1
282,2/14/2020,0.15,-0.56,-0.66,-0.23,-0.31,0.006,-0.486635,3380.16,1.62301934,1.66,1.64,3.56,5.03,1.59,1.49,1.59,1.58,,52.03,1.93,0,0,1
283,2/18/2020,-0.19,0,-0.64,-0.42,-0.68,0.006,-0.996919,3370.29,1.63215416,1.65,1.64,3.61,5.04,1.55,1.47,1.63,1.57,,52.1,2.04,0,1,1
284,2/19/2020,0.6,0.19,0.03,0.18,-0.24,0.006,-1.14754,3386.15,1.63307831,1.65,1.65,3.57,5.02,1.56,1.47,1.6,1.6,1.59,53.31,2.01,0,1,1
285,2/20/2020,-0.35,0.63,0.66,0.17,-0.05,0.006,-1.30744,3373.23,1.63046296,1.63,1.63,3.62,5.03,1.52,1.46,1.57,1.58,1.58,53.77,1.98,0,1,1
286,2/21/2020,-1.12,-0.07,0.02,-0.23,0.38,0.006,-1.47668,3337.75,1.63182621,1.61,1.6,3.66,5.02,1.46,1.43,1.58,1.58,1.58,53.36,1.96,0,1,1
287,2/24/2020,-3.39,0.15,0.01,-0.35,0.22,0.006,-2.04174,3225.89,1.63148738,1.59,1.57,4.03,5.31,1.38,1.35,1.55,1.58,,51.36,1.94,0,1,1
288,2/25/2020,-3.09,-0.35,-0.68,-0.62,-0.05,0.006,-2.25052,3128.21,1.62854639,1.53,1.52,4.18,5.4,1.33,1.3,1.55,1.56,1.57,49.78,1.93,0,1,1
289,2/26/2020,-0.52,-0.74,-1.2,-0.47,-0.18,0.006,-2.46975,3116.39,1.62412071,1.54,1.5,4.27,5.47,1.33,1.26,1.54,1.57,1.56,48.67,1.96,0,1,1
290,2/27/2020,-4.22,0.71,0.05,-0.41,0,0.006,-2.69952,2978.76,1.6259884,1.53,1.48,4.62,5.79,1.3,1.18,1.49,1.56,1.52,47.17,1.78,0,1,1
291,2/28/2020,-0.78,0.09,-0.8,0.25,-0.51,0.006,-2.93988,2954.22,1.61931559,1.41,1.33,5.04,6.02,1.13,0.97,1.47,1.47,1.56,44.83,1.79,0,1,1
292,3/2/2020,4.31,-1.91,-0.43,-0.52,0.42,0.006,-3.7785,3090.23,1.61610738,1.41,1.32,4.97,5.93,1.1,0.89,1.31,1.27,1.4,46.78,1.75,1,1,1
293,3/3/2020,-2.79,0.68,-0.63,-0.44,0.33,0.006,-4.1684,3003.37,1.60586881,1.45,1.34,4.84,5.72,1.02,0.73,1.28,1.25,1.52,47.27,1.78,1,1,1
294,3/4/2020,4.03,-1.23,-1.17,0.07,0.28,0.006,-4.62254,3130.12,1.12239651,1.46,1.34,4.75,5.58,1.02,0.59,1.03,,1.07,46.78,1.83,1,1,1
295,3/5/2020,-3.38,-0.15,-1.4,-0.88,0.05,0.006,-5.14105,3023.94,1.12018166,1.4,1.28,5.05,5.82,0.92,0.48,1.01,0.96,1.05,45.9,1.89,1,1,1
296,3/6/2020,-1.78,-0.21,-1.49,0.69,0.35,0.006,-5.7241,2972.37,1.10666039,1.31,1.14,5.64,6.27,0.74,0.39,0.86,1,1,41.14,1.76,1,1,1
297,3/9/2020,-7.78,-1.33,-4.76,0.08,0.47,0.006,-7.85981,2746.56,1.11694878,0.99,0.8,6.68,7.17,0.54,0.31,0.79,0.88,,31.05,1.74,1,1,1
298,3/10/2020,4.74,-2.39,0.79,0.52,0.07,0.006,-8.69786,2882.23,1.11526858,1,0.77,6.38,7.05,0.76,0.43,0.89,0.86,,34.47,1.91,1,1,1
299,3/11/2020,-5.05,-1.05,-0.82,0.04,0.1,0.006,-9.59897,2741.38,1.11229426,0.96,0.69,6.61,7.34,0.82,0.4,0.93,0.91,,33.13,1.96,1,1,1
300,3/12/2020,-9.63,-1.08,-1.17,-0.33,-0.14,0.006,-10.5634,2480.64,1.11554111,0.92,0.63,7.42,8.15,0.88,0.39,1.19,1.17,,31.56,1.82,1,1,1
301,3/13/2020,8.96,-2.05,2.99,1.21,0.37,0.006,-11.5915,2711.02,1.11291902,0.9,0.53,7.31,8.1,0.94,0.38,1.09,1.11,1.09,31.72,1.94,1,1,1
302,3/16/2020,-12,-0.83,-0.75,0.48,1.38,0.006,-14.9451,2386.13,0.23397727,0.73,0.3,8.38,8.96,0.73,0.29,1.35,1.34,1.29,28.96,1.89,1,1,1
303,3/17/2020,5.88,0.44,-0.68,-0.52,-0.2,0.006,-15.9994,2529.19,0.28302,0.63,0.16,8.41,9.17,1.02,0.3,1.25,1.65,,26.96,1.89,1,1,1
304,3/18/2020,-5.56,-4.55,-4.7,0.12,0.06,0.006,-17.0031,2398.1,0.25117258,0.63,0.16,9.04,9.98,1.18,0.21,,1.6,,20.48,1.73,1,1,1
305,3/19/2020,1.31,5.71,0.85,-1.38,-1.7,0.006,-17.9565,2409.39,0.25547524,0.5,0.14,9.82,10.62,1.12,0.2,0.58,1.8,0.36,25.09,1.68,1,1,1
306,3/20/2020,-4.15,0.23,-0.88,-0.99,-1.13,0.006,-18.86,2304.92,0.24152672,0.75,0.31,10.09,10.75,0.92,0.15,2.12,1.98,2.06,19.48,1.76,1,1,1
307,3/23/2020,-2.55,1.71,-3.29,0.3,-1.05,0.006,-21.2526,2237.4,0.25183219,0.8,0.37,10.87,11.38,0.76,0.17,,1.83,,23.33,1.7,1,1,1
308,3/24/2020,9.34,-0.28,2.39,0.47,0.16,0.006,-21.9172,2447.33,0.23754352,0.97,0.55,10.55,11.13,0.84,0.25,2.35,1.41,2.3,21.03,1.73,1,1,1
309,3/25/2020,1.18,-0.19,1.93,-0.07,0.23,0.006,-22.5122,2475.56,0.22356863,1.07,0.69,10.11,10.69,0.88,0.19,2.53,1.82,1.93,20.75,1.8,1,1,1
310,3/26/2020,6.02,-0.51,1.09,-0.61,-0.02,0.006,-23.0377,2630.07,0.1982017,1.07,0.72,9.29,9.82,0.83,0.13,2.44,2.18,2.21,16.6,1.73,1,1,1
311,3/27/2020,-3.48,-1.1,-0.76,-1.11,0.78,0.006,-23.494,2541.47,0.15762013,0.94,0.54,8.99,9.46,0.72,0.11,,1.59,,15.48,1.7,1,1,1
312,3/30/2020,3.16,-0.78,-2.11,-0.27,-0.13,0.006,-24.5741,2626.65,0.1566277,0.95,0.57,8.82,9.24,0.7,0.14,,2.08,,14.1,1.65,1,1,1
313,3/31/2020,-1.44,1.52,-0.39,0.41,-0.05,0.006,-25.0051,2584.59,0.18304813,0.87,0.49,8.77,9.2,0.7,0.17,,1.51,,20.51,1.71,1,1,1
314,4/1/2020,-4.51,-2,-1.42,0.23,0.23,0,-25.4928,2470.5,0.165341,0.91,0.56,9.11,9.53,0.62,0.16,,2.05,,20.28,1.69,1,1,0
315,4/2/2020,2.1,-0.97,-0.27,-0.27,0.8,0,-25.8789,2526.9,0.16470434,1.03,0.73,9.17,9.6,0.63,0.14,,1.51,,25.18,1.55,1,1,0
316,4/3/2020,-1.64,-1.36,-1.14,-0.24,0.35,0,-26.1636,2488.65,0.14690265,1.08,0.78,9.43,9.84,0.62,0.15,,2.04,,28.36,1.5,1,1,0
317,4/6/2020,7.06,1.17,0.3,1.31,-0.79,0,-26.4758,2663.68,0.15571753,1.14,0.85,9.26,9.74,0.67,0.2,,0.55,,26.21,1.64,1,1,0
318,4/7/2020,-0.11,0.11,2.09,0.9,-0.34,0,-26.4876,2659.41,0.16024027,1.17,0.86,8.88,9.39,0.75,0.2,,0.82,,23.54,1.83,1,1,0
319,4/8/2020,3.4,0.85,1.29,0.45,-0.09,0,-26.4642,2749.98,0.13896341,1.19,0.87,8.81,9.33,0.77,0.23,,1.26,,24.97,1.86,1,1,0
320,4/9/2020,1.59,2.44,3.16,-0.87,-0.07,0,-26.4057,2789.82,0.14979381,1.23,0.9,7.96,8.42,0.73,0.25,,1.24,,22.9,1.74,1,1,0
321,4/13/2020,-0.92,-1.45,-2.41,-0.49,0.04,0,-25.794,2761.63,0.15562281,1.26,0.94,7.7,8.19,0.76,0.27,,0.8,,22.36,1.86,1,1,0
322,4/14/2020,3.02,-0.72,-3.13,0.25,-0.33,0,-25.5079,2846.06,0.15579352,1.29,0.94,7.35,7.83,0.76,0.25,,0.68,,20.15,1.76,1,1,0
323,4/15/2020,-2.15,-1.95,-2.54,-0.4,-0.22,0,-25.1607,2783.36,0.16225379,1.19,0.87,7.64,8.03,0.63,0.19,,1.2,,19.96,1.68,1,1,0
324,4/16/2020,0.62,-0.81,-2.97,-0.29,-0.3,0,-24.7522,2799.55,0.15844828,1.03,0.7,7.58,7.98,0.61,0.17,,0.75,,19.82,1.59,1,0,0
325,4/17/2020,2.72,1.51,2.76,-0.15,-0.02,0,-24.2824,2874.56,0.15292383,1.01,0.67,7.31,7.73,0.65,0.16,,1.12,,18.31,1.71,1,0,0
326,4/20/2020,-1.56,0.39,-0.91,-1.75,-0.38,0,-22.5076,2823.16,0.1573221,0.94,0.56,7.52,7.92,0.63,0.15,,,,-36.98,1.78,1,0,0
327,4/21/2020,-3.08,0.93,0.16,0.26,0.41,0,-21.7993,2736.56,0.16484053,0.96,0.58,7.9,8.28,0.58,0.17,,0.85,,8.91,1.92,1,0,0
328,4/22/2020,2.31,-0.88,-1.64,0.1,0.04,0,-21.0332,2799.31,0.16142388,1.06,0.69,7.85,8.26,0.63,0.16,,0.94,,13.64,1.9,1,0,0
329,4/23/2020,0.13,1.25,0.55,0.51,-0.24,0,-20.2088,2797.8,0.15773865,1.05,0.67,7.87,8.28,0.61,0.17,,1,0.08,15.06,1.86,1,0,0
330,4/24/2020,1.44,0.24,-0.13,-0.18,0.15,0,-19.326,2836.74,0.16084906,1.11,0.72,8.03,8.43,0.6,0.18,,0.83,,15.99,1.81,1,0,0
331,4/27/2020,1.73,2.15,2.7,-0.13,0.14,0,-16.3195,2878.48,0.15955939,1.17,0.78,8.01,8.45,0.67,0.17,,0.25,0.16,12.17,1.68,1,0,0
332,4/28/2020,-0.45,1.72,2.85,1.35,0.74,0,-15.1907,2863.39,0.15821355,1.14,0.76,8.02,8.42,0.62,0.16,,0.22,0.06,12.4,1.8,1,0,0
333,4/29/2020,2.92,2.31,2,1.24,-0.87,0,-13.9973,2939.51,0.15005587,1.14,0.78,7.87,8.28,0.63,0.18,,0.66,,15.04,1.73,1,0,0
334,4/30/2020,-1.18,-2.05,-1.68,0.64,-0.04,0,-12.7389,2912.43,0.1496558,1.07,0.72,7.63,8.04,0.64,0.16,,0.78,,19.23,1.63,1,0,0
335,5/1/2020,-2.91,-0.9,-0.97,-0.36,0.36,0,-11.4151,2830.71,0.1507771,1.06,0.68,7.7,8.13,0.64,0.17,,0.21,,19.72,1.69,0,0,0
336,5/4/2020,0.54,-0.13,-1.28,-0.75,-0.44,0,-7.78763,2842.74,0.14651831,1.07,0.69,7.79,8.2,0.64,0.16,,0.18,0.1,20.47,1.78,0,0,0
337,5/5/2020,0.95,-0.29,-2.01,-0.49,-0.52,0,-6.68027,2868.44,0.14397116,1.1,0.71,7.6,8.03,0.66,0.16,,0.19,,24.56,1.93,0,0,0
338,5/6/2020,-0.52,0.1,-2.71,0.22,-0.57,0,-5.62176,2848.42,0.14341051,1.1,0.71,7.6,8.04,0.72,0.16,,,,23.88,1.9,0,0,0
339,5/7/2020,1.33,0.15,0.4,-0.11,-0.61,0,-4.61176,2881.19,0.14143945,1.08,0.7,7.6,7.97,0.63,0.15,0.21,0.72,,23.68,1.84,0,0,0
340,5/8/2020,1.9,1.89,2.46,0.84,0.42,0,-3.64997,2929.8,0.13438331,1.12,0.74,7.52,7.92,0.69,0.15,0.19,0.47,,24.73,1.74,0,0,0
341,5/11/2020,0.07,-0.22,-3.78,-0.85,-0.04,0,-1.03697,2930.32,0.14217717,1.13,0.75,7.51,7.95,0.73,0.16,0.26,0.17,0.09,24.02,1.7,0,0,0
342,5/12/2020,-2.06,-1.13,-1.35,-0.64,-0.02,0,-0.237383,2870.12,0.13349525,1.09,0.72,7.42,7.82,0.69,0.16,0.21,0.39,0.1,25.76,1.61,0,0,0
343,5/13/2020,-1.89,-1.43,-2.09,-0.08,-0.27,0,0.529242,2820,0.13358164,1.07,0.71,7.61,7.99,0.64,0.15,0.06,0.22,0.06,25.37,1.56,0,0,0
344,5/14/2020,1.14,-1.08,0.92,0.61,0.17,0,1.26314,2852.5,0.13018537,1.06,0.71,7.77,8.13,0.63,0.15,0.19,0.24,0.12,27.4,1.6,0,0,0
345,5/15/2020,0.57,1.34,-1.16,0.01,-0.77,0,1.96454,2863.7,0.13439086,1.09,0.75,7.78,8.16,0.64,0.15,0.04,0.18,0.04,29.44,1.66,0,0,0
346,5/18/2020,3.24,2.65,4.61,1.67,0.31,0,3.8719,2953.91,0.13460497,1.17,0.84,7.41,7.85,0.73,0.17,0.17,0.48,,31.83,1.77,0,0,0
347,5/19/2020,-1.01,-0.75,-1.5,0.51,-0.59,0,4.43738,2922.94,0.14123707,1.15,0.82,7.35,7.78,0.7,0.16,,0.4,,32.3,1.85,0,0,0
348,5/20/2020,1.8,1.22,1.31,-0.25,-0.26,0,4.96735,2971.61,0.13721526,1.16,0.83,7.16,7.56,0.68,0.16,0.16,0.15,0.08,33.56,1.83,0,0,0
349,5/21/2020,-0.7,0.75,0.41,0.15,0.03,0,5.46196,2948.51,0.14205047,1.14,0.81,7.08,7.49,0.68,0.16,0.23,0.28,,34.3,1.75,0,0,0
350,5/22/2020,0.27,0.25,-0.86,-0.55,-0.34,0,5.92137,2955.45,0.1197668,1.12,0.8,7.06,7.46,0.66,0.17,,0.24,,33.49,1.7,0,0,0
351,5/26/2020,1.23,1.24,4.56,1.04,0.58,0,7.40606,2991.77,0.12910448,1.13,0.82,6.75,7.17,0.69,0.17,0.15,0.25,,34.7,1.79,0,0,0
352,5/27/2020,1.54,1.42,3.61,0.77,0.36,0,7.68773,3036.13,0.12521577,1.14,0.82,6.7,7.11,0.68,0.18,0.17,0.19,,32.8,1.78,0,0,0
353,5/28/2020,-0.41,-2.08,-2.43,-0.25,0.09,0,7.93367,3029.73,0.12230159,1.18,0.86,6.6,7.02,0.7,0.17,0.17,0.15,,33.67,1.79,0,0,0
354,5/29/2020,0.6,-0.79,-1.97,-0.32,-0.38,0,8.14396,3044.31,0.11587911,1.15,0.83,6.71,7.08,0.65,0.17,,0.22,,35.57,1.7,0,0,0
355,6/1/2020,0.52,0.26,0.42,-0.01,-0.14,0,8.57116,3055.73,0.11441738,1.18,0.84,6.43,6.82,0.66,0.17,,0.24,,35.49,1.59,0,0,0
356,6/2/2020,0.81,0.06,0.54,0.14,0.26,0,8.67446,3080.82,0.11856375,1.18,0.84,6.18,6.58,0.68,0.17,0.23,0.23,0.11,36.88,1.58,0,0,0
357,6/3/2020,1.42,0.77,2.63,0.74,0.16,0,8.76776,3122.87,0.11071173,1.21,0.88,5.8,6.26,0.77,0.17,0.15,0.18,,37.33,1.84,0,0,0
358,6/4/2020,-0.34,0.51,2.89,0.99,0.63,0,8.85108,3112.35,0.10984079,1.22,0.88,5.83,6.32,0.82,0.17,,0.18,,37.42,1.68,0,0,0
359,6/5/2020,2.5,1.08,2.77,0.72,0.04,0,8.92447,3193.93,0.10009766,1.27,0.95,5.5,6.05,0.91,0.18,,0.19,,39.49,1.8,0,0,0
360,6/8/2020,1.39,0.68,2.09,-0.47,0.56,0,9.0834,3232.39,0.09491969,1.28,0.98,5.51,6.04,0.88,0.19,,0.2,,38.17,1.68,0,0,0
361,6/9/2020,-0.85,-0.79,-1.93,-0.04,-0.46,0,9.11367,3207.18,0.09024,1.26,0.98,5.75,6.24,0.84,0.19,,0.25,,38.98,1.68,0,0,0
362,6/10/2020,-0.56,-1.8,-4.1,-0.32,-0.5,0,9.13231,3190.14,0.09373538,1.27,1,5.92,6.34,0.75,0.18,,0.12,,39.54,1.72,0,0,0
363,6/11/2020,-5.91,-1.47,-3.04,-0.21,-0.22,0,9.13933,3002.1,0.09970137,1.21,0.95,6.4,6.78,0.66,0.19,,0.12,,36.43,1.77,0,0,0
364,6/12/2020,1.29,0.79,1.83,0.15,0.09,0,9.13472,3041.31,0.09652337,1.21,0.95,6.28,6.69,0.71,0.18,,,,36.24,1.67,0,0,0
365,6/15/2020,1.09,1.44,-0.39,-0.77,-0.23,0,9.05534,3066.59,0.10237058,1.23,0.98,6.25,6.66,0.71,0.17,0.19,0.12,,37.07,1.64,0,0,0
366,6/16/2020,1.87,0.61,0.49,0.64,0.12,0,9.0126,3124.74,0.09577471,1.27,1.02,5.78,6.22,0.75,0.18,,0.17,,38.26,1.43,0,0,0
367,6/17/2020,-0.4,-1.32,-1.98,-0.55,-0.23,0,8.9624,3113.49,0.10694903,1.26,1.01,5.85,6.28,0.74,0.19,0.23,,,37.91,1.55,0,0,0
368,6/18/2020,0.19,0.01,-0.53,-0.4,-0.26,0,8.90471,3115.34,0.09588517,1.28,1.12,6.01,6.42,0.71,0.19,0.19,,,38.79,1.51,0,0,0
369,6/19/2020,-0.45,-0.13,-0.65,-0.73,-0.19,0,8.83954,3097.74,0.09944915,1.3,1.06,6.02,6.43,0.7,0.18,0.22,,,39.72,1.49,0,0,0
370,6/22/2020,0.71,0.47,-1.36,-0.38,-0.51,0,8.59805,3117.86,0.10165618,1.34,1.11,6.03,6.44,0.71,0.17,0.22,0.17,,40.6,1.64,0,0,0
371,6/23/2020,0.42,0.22,-0.6,0.58,-0.09,0,8.50114,3131.29,0.09843137,1.38,1.14,6.02,6.42,0.72,0.18,0.18,0.17,,40.4,1.61,0,0,0
372,6/24/2020,-2.61,-0.7,-1.36,-0.08,0.27,0,8.39585,3050.33,0.09961947,1.33,1.1,6.23,6.62,0.69,0.17,0.21,0.17,,37.91,1.64,0,0,0
373,6/25/2020,1.12,0.34,0.51,-0.81,0.15,0,8.28214,3083.76,0.09769657,1.33,1.11,6.3,6.69,0.68,0.17,,0.16,,38.66,1.53,0,0,0
374,6/26/2020,-2.44,-0.2,-1.4,0,0.63,0,8.15998,3009.05,0.09885956,1.32,1.11,6.41,6.78,0.64,0.17,0.22,0.16,,38.53,1.42,0,0,0
375,6/29/2020,1.51,1.48,1.84,1.48,0.36,0,7.74169,3053.24,0.0920915,1.34,1.14,6.52,6.88,0.64,0.16,,0.15,,39.67,1.67,0,0,0
376,6/30/2020,1.58,0,0.01,-0.4,-0.31,0,7.58392,3100.29,0.0859474,1.34,1.16,6.44,6.81,0.66,0.16,,0.17,,39.27,1.76,0,0,0
377,7/1/2020,0.41,-1.71,-2.58,-0.42,-1.22,0.001,7.41679,3115.86,0.09544314,1.37,1.17,6.33,6.72,0.69,0.16,0.21,0.13,0.13,39.88,1.69,0,0,0
378,7/2/2020,0.5,0.01,-0.13,0.41,0.15,0.001,7.25522,3130.01,0.08475884,1.41,1.21,6.17,6.56,0.68,0.16,0.22,,,40.57,,0,0,0
379,7/6/2020,1.65,-0.67,0.34,0.26,0.02,0.001,6.66733,3179.72,0.08008557,1.45,1.28,6.03,6.43,0.69,0.16,0.16,0.15,0.11,40.51,1.71,0,0,0
380,7/7/2020,-1.03,-0.97,-1.5,-1.12,-0.07,0.001,6.54047,3145.32,0.08549032,1.43,1.26,6.04,6.42,0.65,0.15,,,,40.59,1.76,0,0,0
381,7/8/2020,0.91,0.07,-0.46,-0.43,-0.26,0.001,6.42272,3169.94,0.08704472,1.42,1.25,6.06,6.44,0.67,0.15,0.17,,,40.91,1.78,0,0,0
382,7/9/2020,-0.53,-1.57,-2.61,-0.33,-0.55,0.001,6.31404,3152.05,0.08781803,1.39,1.22,6.14,6.49,0.62,0.15,0.19,,0.12,39.64,1.88,0,0,0
383,7/10/2020,1.11,0.67,3.07,0.87,0.18,0.001,6.2144,3185.04,0.08606692,1.41,1.25,6.14,6.51,0.65,0.15,0.17,0.16,0.11,40.56,1.79,0,0,0
384,7/13/2020,-1.2,-0.28,2.04,1.09,1.09,0.001,5.96351,3155.22,0.08868658,1.42,1.27,6.01,6.38,0.64,0.16,,0.13,,40.06,1.75,0,0,0
385,7/14/2020,1.35,0.38,-0.29,-0.03,0.51,0.001,5.88793,3197.52,0.09047522,1.41,1.27,6.03,6.39,0.63,0.17,0.18,0.14,,40.3,1.74,0,0,0
386,7/15/2020,1.14,2.7,1.25,0.19,0.08,0.001,5.81535,3226.56,0.10128646,1.41,1.28,5.81,6.17,0.64,0.15,0.2,0.14,0.14,41.2,1.76,0,0,0
387,7/16/2020,-0.37,-0.15,0.8,0.27,0.33,0.001,5.74574,3215.57,0.09178521,1.41,1.3,5.76,6.11,0.62,0.14,,0.14,,40.74,1.79,0,0,0
388,7/17/2020,0.3,-0.15,-1.43,-1.11,0.03,0.001,5.67909,3224.73,0.09437057,1.46,1.35,5.74,6.09,0.64,0.14,0.17,0.15,,40.55,1.79,0,0,0
389,7/20/2020,1.01,-1.11,-2.37,-0.85,-1.2,0.001,5.49387,3251.84,0.09831941,1.46,1.37,5.54,5.9,0.62,0.14,0.18,0.16,0.12,40.83,1.71,0,0,0
390,7/21/2020,0.15,1.46,3.27,0.54,0.87,0.001,5.43326,3257.3,0.1009378,1.48,1.4,5.33,5.68,0.61,0.15,0.17,0.14,0.12,41.76,1.66,0,0,0
391,7/22/2020,0.49,-0.64,-0.37,0.5,0,0.001,5.37271,3276.02,0.10012119,1.48,1.4,5.28,5.62,0.6,0.14,0.16,0.15,,41.88,1.69,0,0,0
392,7/23/2020,-1.2,1.22,1.97,-0.18,0.1,0.001,5.3122,3235.66,0.10238909,1.49,1.37,5.26,5.6,0.59,0.14,0.18,0.15,,40.99,1.75,0,0,0
393,7/24/2020,-0.75,-0.81,0.44,0.28,0.03,0.001,5.25172,3215.63,0.0989585,1.51,1.35,5.29,5.63,0.59,0.16,0.13,0.14,,41.23,1.77,0,0,0
394,7/27/2020,0.88,0.28,-1.99,-0.24,0.1,0.001,5.06625,3239.41,0.10854789,1.52,1.38,5.24,5.6,0.62,0.14,,0.14,,41.46,1.85,0,0,0
395,7/28/2020,-0.81,-0.45,1,0.29,0.06,0.001,4.99768,3218.44,0.09999335,1.51,1.36,5.27,5.6,0.59,0.14,,0.13,,40.89,1.83,0,0,0
396,7/29/2020,1.35,0.62,0.89,0.23,0.15,0.001,4.92502,3258.44,0.1081774,1.53,1.38,5.15,5.47,0.58,0.13,0.16,0.14,,41.13,1.77,0,0,0
397,7/30/2020,-0.29,0.01,-1.84,-0.53,-0.14,0.001,4.84827,3246.22,0.11402681,1.52,1.37,5.14,5.44,0.55,0.11,,0.13,,39.85,1.81,0,0,0
398,7/31/2020,0.61,-1.84,-0.66,0.78,0.71,0.001,4.76738,3271.12,0.11609135,1.55,1.4,5.16,5.45,0.55,0.11,,0.12,,40.1,1.83,0,0,0
399,8/3/2020,0.98,1.08,-0.84,-0.25,0.4,0,4.49686,3294.61,0.10658257,1.58,1.46,5.08,5.39,0.56,0.12,0.15,0.14,0.11,40.83,1.95,0,0,0
400,8/4/2020,0.37,0.44,0.04,0.1,0.1,0,4.39851,3306.51,0.11015319,1.57,1.45,5.13,5.41,0.52,0.14,,0.09,0.1,41.67,2.07,0,0,0
401,8/5/2020,0.78,1.24,0.83,0.17,-0.11,0,4.29639,3327.77,0.10576763,1.61,1.52,5.04,5.34,0.55,0.12,,0.13,,42.25,2.23,0,0,0
402,8/6/2020,0.53,-0.58,-0.83,0.6,0.06,0,4.19046,3349.16,0.10781525,1.63,1.53,5.06,5.36,0.55,0.14,,0.1,,41.93,2.26,0,0,0
403,8/7/2020,0.02,1.58,2.4,0.54,0.14,0,4.08069,3351.28,0.1021198,1.61,1.5,5.06,5.37,0.57,0.14,0.14,0.13,,41.16,2.15,0,0,0
404,8/10/2020,0.24,1.33,1.73,0.83,1.28,0,3.73688,3360.47,0.10780479,1.61,1.49,5.09,5.41,0.59,0.13,0.15,0.13,,41.94,2.18,0,0,0
405,8/11/2020,-0.83,0.19,1.64,0.92,0.03,0,3.62921,3333.69,0.10503608,1.63,1.5,5.03,5.41,0.64,0.15,0.18,0.11,,41.53,2.19,0,0,0
406,8/12/2020,1.4,-0.85,-1.34,0.92,-0.16,0,3.52642,3380.35,0.10810316,1.67,1.56,5.1,5.48,0.69,0.13,0.14,0.12,,42.6,2.05,0,0,0
407,8/13/2020,-0.01,-0.14,-1.33,-0.63,-0.5,0,3.42848,3373.43,0.1055221,1.67,1.56,5.16,5.57,0.71,0.14,,,,42.26,2.19,0,0,0
408,8/14/2020,-0.04,0.06,1.08,0.44,0.2,0,3.33537,3372.85,0.09995923,1.65,1.53,5.26,5.65,0.71,0.13,0.16,0.12,0.11,42.05,2.23,0,0,0
409,8/17/2020,0.45,0.04,-1.93,-0.81,-0.46,0,3.08041,3381.99,0.10326092,1.66,1.54,5.29,5.66,0.69,0.13,0.13,0.13,0.1,42.89,2.32,0,0,0
410,8/18/2020,0.22,-1.32,-1.43,0.02,-0.54,0,2.99775,3389.78,0.11012492,1.68,1.55,5.26,5.63,0.67,0.13,,,,42.89,2.45,0,0,0
411,8/19/2020,-0.38,0.48,0.1,-0.03,-0.11,0,2.91548,3374.85,0.10902007,1.67,1.55,5.25,5.61,0.68,0.13,0.16,0.13,,42.91,2.43,0,0,0
412,8/20/2020,0.31,-0.96,-1.55,0.08,-0.45,0,2.8336,3385.51,0.11100275,1.62,1.48,5.28,5.63,0.65,0.12,0.12,0.12,0.09,42.62,2.35,0,0,0
413,8/21/2020,0.26,-1.25,-0.43,0.6,0.72,0,2.75206,3397.16,0.10814423,1.64,1.52,5.25,5.6,0.64,0.13,,0.12,0.09,42.32,2.39,0,0,0
