,Date,Mkt-RF,SMB,HML,RMW,CMA,RF,ADS_Index,SP500,AMERIBOR,T10YIE,T5YIE,BAMLH0A0HYM2,BAMLH0A0HYM2EY,DGS10,DGS1,RIFSPPFAAD90NB,DCPN3M,DCPF1M,DCOILWTICO,DHHNGSP,USRECD,USRECDM,USRECDP
133,7/15/2019,-0.04,-0.47,-1.07,0.13,0.24,0.009,-0.33558,3014.3,2.40704483,1.77,1.61,4,5.92,2.09,1.95,2.22,2.19,2.38,59.3,2.53,0,0,0
134,7/16/2019,-0.32,0.41,0.1,0.44,-0.02,0.009,-0.331009,3004.04,2.40662951,1.8,1.63,3.96,5.91,2.13,2,2.22,2.17,2.29,57.44,2.53,0,0,0
135,7/17/2019,-0.64,-0.26,-0.65,-0.48,-0.23,0.009,-0.325229,2984.42,2.40215835,1.75,1.6,4.01,5.92,2.06,1.95,2.18,2.15,2.27,56.5,2.44,0,0,0
136,7/18/2019,0.35,-0.27,0.02,-0.36,0.35,0.009,-0.318238,2995.11,2.40952326,1.79,1.6,4.11,5.97,2.04,1.9,2.18,,2.27,55.08,2.38,0,0,0
137,7/19/2019,-0.56,0.3,0.86,0.37,0.09,0.009,-0.310034,2976.61,2.40984211,1.8,1.6,4.07,5.95,2.05,1.94,2.18,,2.33,55.42,2.3,0,0,0
138,7/22/2019,0.25,-0.55,-0.49,-0.19,-0.01,0.009,-0.277482,2985.03,2.412,1.79,1.59,4.06,5.93,2.05,1.95,2.39,2.15,2.39,55.87,2.33,0,0,0
139,7/23/2019,0.65,-0.06,0.81,0.66,0.34,0.009,-0.263135,3005.47,2.409426,1.81,1.61,3.99,5.89,2.08,1.97,2.19,2.19,2.27,56.58,2.34,0,0,0
140,7/24/2019,0.66,0.92,0.85,-0.08,-0.09,0.009,-0.246928,3019.56,2.41165123,1.79,1.59,3.98,5.85,2.05,1.98,2.17,2.19,,55.9,2.33,0,0,0
141,7/25/2019,-0.63,-0.68,-0.12,0.16,0.05,0.009,-0.228856,3003.67,2.41055726,1.8,1.6,3.93,5.84,2.08,1.99,2.14,2.18,2.26,55.88,2.26,0,0,0
142,7/26/2019,0.82,0.33,-0.19,-0.62,-0.25,0.009,-0.208913,3025.86,2.40807692,1.78,1.57,3.89,5.82,2.08,2,2.25,,2.31,56.04,2.23,0,0,0
143,7/29/2019,-0.32,-0.35,-0.46,0.3,0.38,0.009,-0.137634,3020.97,2.40832466,1.77,1.57,3.93,5.84,2.06,1.98,2.16,,2.25,56.85,2.23,0,0,0
144,7/30/2019,-0.17,1.42,0.89,-0.17,0.1,0.009,-0.109819,3013.18,2.40727174,1.78,1.58,3.97,5.87,2.06,1.97,2.16,,2.24,58.04,2.22,0,0,0
145,7/31/2019,-1.09,0.26,0.61,0.2,0.53,0.009,-0.0799373,2980.38,2.40783186,1.76,1.56,3.93,5.85,2.02,2,2.11,,2.1,58.53,2.28,0,0,0
146,8/1/2019,-1.04,-0.76,-1.9,-0.55,-0.3,0.007,-0.047978,2953.56,2.16466135,1.7,1.47,4.1,5.86,1.9,1.88,2.08,2.15,2.08,53.64,2.36,0,0,0
147,8/2/2019,-0.87,-0.26,0.07,0.14,0.19,0.007,-0.0177236,2932.05,2.16559724,1.66,1.45,4.19,5.94,1.86,1.85,2.15,,2.13,55.67,2.12,0,0,0
148,8/5/2019,-3.07,0.05,0,-0.08,0.27,0.007,0.062841,2844.74,2.1640458,1.6,1.39,4.53,6.15,1.75,1.78,2.08,2.11,2.15,54.63,2.02,0,0,0
149,8/6/2019,1.29,-0.55,-0.59,-0.27,-0.25,0.007,0.0862432,2881.77,2.1613587,1.62,1.4,4.46,6.09,1.73,1.8,2.11,,2.09,53.6,2.15,0,0,0
150,8/7/2019,0.07,-0.1,-0.9,0.18,-0.18,0.007,0.107921,2883.98,2.16343023,1.62,1.38,4.52,6.11,1.71,1.75,2.08,,2.11,51.14,2.18,0,0,0
151,8/8/2019,1.97,-0.03,-0.23,0.29,-0.3,0.007,0.127883,2938.09,2.1611851,1.65,1.43,4.31,5.93,1.72,1.79,2.08,2.08,2.13,52.6,2.13,0,0,0
152,8/9/2019,-0.78,-0.5,-0.23,-0.48,-0.02,0.007,0.146133,2918.65,2.15969212,1.66,1.44,4.31,5.96,1.74,1.78,2.08,,2.11,54.41,2.09,0,0,0
153,8/12/2019,-1.32,0.21,-0.27,0.13,0.24,0.007,0.190373,2883.75,2.15576159,1.61,1.39,4.4,5.97,1.65,1.75,2.11,,2.08,54.98,2.21,0,0,0
154,8/13/2019,1.47,-0.35,-0.54,0.35,-0.04,0.007,0.20123,2926.32,2.16509317,1.63,1.44,4.25,5.89,1.68,1.86,2.05,2.03,2.08,57.05,2.24,0,0,0
155,8/14/2019,-2.95,0.03,-0.51,-0.37,0.01,0.007,0.210098,2840.6,2.15398693,1.57,1.36,4.49,6.04,1.59,1.79,2.08,2.06,2.18,55.16,2.22,0,0,0
156,8/15/2019,0.16,-0.69,-0.52,-0.07,-0.47,0.007,0.21698,2847.6,2.16051607,1.54,1.34,4.52,6.02,1.52,1.72,2.08,2.03,,54.51,2.19,0,0,0
157,8/16/2019,1.55,0.64,0.61,0.14,-0.05,0.007,0.221879,2888.68,2.15899267,1.54,1.34,4.47,5.96,1.55,1.71,2.01,2,2.07,54.83,2.2,0,0,0
158,8/19/2019,1.14,0.03,0.22,0.37,-0.01,0.007,0.225133,2923.65,2.16329819,1.56,1.36,4.36,5.91,1.6,1.75,2.07,,2.08,56.24,2.26,0,0,0
159,8/20/2019,-0.75,0.18,-0.5,0.11,-0.18,0.007,0.223005,2900.51,2.16348148,1.53,1.34,4.35,5.87,1.55,1.72,2.02,,2.07,56.18,2.35,0,0,0
160,8/21/2019,0.85,-0.03,-0.3,-0.03,-0.01,0.007,0.219346,2924.43,2.1611469,1.54,1.34,4.21,5.75,1.59,1.77,2,,2,55.65,2.31,0,0,0
161,8/22/2019,-0.1,-0.35,0.49,0.22,0.26,0.007,0.214152,2922.95,2.15837159,1.55,1.35,4.16,5.73,1.62,1.79,2.02,,2.08,55.33,2.28,0,0,0
162,8/23/2019,-2.66,-0.6,-0.18,-0.64,-0.24,0.007,0.207424,2847.11,2.16115385,1.54,1.35,4.25,5.74,1.52,1.73,2.03,,2.12,54.08,2.15,0,0,0
163,8/26/2019,1.08,-0.04,-0.17,0.19,-0.15,0.007,0.177598,2878.38,2.15875458,1.54,1.34,4.22,5.73,1.54,1.75,2.03,,,53.54,2.23,0,0,0
164,8/27/2019,-0.46,-1,-0.67,0.25,0.07,0.007,0.163886,2869.16,2.15790347,1.55,1.36,4.19,5.67,1.49,1.77,2.03,,2.05,54.99,2.24,0,0,0
165,8/28/2019,0.68,0.62,0.62,0.35,0.21,0.007,0.148213,2887.94,2.15810488,1.55,1.36,4.17,5.62,1.47,1.74,2.03,,2.06,55.76,2.24,0,0,0
166,8/29/2019,1.35,0.4,0.34,0.17,-0.18,0.007,0.130576,2924.58,2.16087774,1.59,1.39,4.08,5.58,1.5,1.75,2.05,,2.05,56.67,2.36,0,0,0
167,8/30/2019,0.03,-0.25,0.23,0.1,0.13,0.007,0.110968,2926.46,2.16237139,1.55,1.35,4.09,5.55,1.5,1.76,2.03,,,55.07,2.33,0,0,0
168,9/3/2019,-0.86,-0.93,0.1,-0.2,0.45,0.009,0.0171945,2906.27,2.1595354,1.5,1.29,4.23,5.64,1.47,1.72,2.03,1.99,,53.91,2.39,0,0,0
169,9/4/2019,1.08,-0.15,0.43,0.25,-0.06,0.009,-0.00787244,2937.78,2.15824117,1.51,1.31,4.23,5.62,1.47,1.69,2.05,,2.08,56.22,2.48,0,0,0
170,9/5/2019,1.42,0.55,0.7,0.43,0,0.009,-0.0334544,2976,2.1548855,1.56,1.35,4.07,5.57,1.57,1.73,2.02,1.97,2.07,56.33,2.49,0,0,0
171,9/6/2019,-0.02,-0.36,0.04,0.16,0.42,0.009,-0.0595593,2978.71,2.15794425,1.54,1.35,4.05,5.54,1.55,1.73,2.05,,2.12,56.45,2.49,0,0,0
172,9/9/2019,0.07,1.35,3.06,0.88,0.43,0.009,-0.140269,2978.43,2.15916118,1.57,1.38,3.99,5.53,1.63,1.74,2.04,,2.07,57.88,2.65,0,0,0
173,9/10/2019,0.17,1.41,1.13,-0.03,0.59,0.009,-0.166898,2979.39,2.15242872,1.6,1.4,3.9,5.52,1.72,1.81,,,2.07,57.37,2.67,0,0,0
174,9/11/2019,0.88,1.37,-0.04,-0.23,0.34,0.009,-0.193265,3000.93,2.14984148,1.6,1.4,3.92,5.58,1.75,1.79,2.04,1.98,,55.66,2.63,0,0,0
175,9/12/2019,0.22,-0.39,-0.13,-0.22,-0.18,0.009,-0.21938,3009.57,2.14936416,1.63,1.43,3.85,5.56,1.79,1.82,2.04,1.98,2,55.13,2.62,0,0,0
176,9/13/2019,-0.01,0.18,0.74,-0.02,-0.11,0.009,-0.245251,3007.39,2.14770815,1.67,1.46,3.83,5.64,1.9,1.88,2.09,,,54.76,2.61,0,0,0
177,9/16/2019,-0.23,0.88,0.53,-0.32,0.05,0.009,-0.322031,2997.96,2.15730897,1.67,1.48,3.8,5.57,1.84,1.86,2.05,1.98,2.12,63.1,2.75,0,0,0
178,9/17/2019,0.17,-0.79,-1.19,-0.19,-0.35,0.009,-0.348115,3005.7,2.18508588,1.66,1.46,3.81,5.55,1.81,1.87,2.07,,,59.26,2.7,0,0,0
179,9/18/2019,-0.05,-0.78,0.06,-0.12,0.04,0.009,-0.37455,3006.73,2.24688351,1.59,1.4,3.82,5.56,1.8,1.87,2.04,,1.99,58.19,2.72,0,0,0
180,9/19/2019,-0.05,-0.48,-0.46,0.04,-0.21,0.009,-0.401345,3006.79,1.9240395,1.61,1.41,3.77,5.51,1.79,1.88,1.99,,1.95,58.19,2.65,0,0,0
181,9/20/2019,-0.48,0.3,0.15,-0.59,0.08,0.009,-0.428507,2992.07,1.91954092,1.61,1.42,3.81,5.52,1.74,1.84,2.06,2,,57.92,2.34,0,0,0
182,9/23/2019,-0.02,-0.11,0.51,0.27,0.27,0.009,-0.51191,2991.78,1.91839164,1.61,1.42,3.84,5.5,1.72,1.81,2.04,1.92,1.91,58.69,2.55,0,0,0
183,9/24/2019,-1.01,-0.75,0,0.17,0.45,0.009,-0.53987,2966.6,1.92022419,1.58,1.39,3.9,5.49,1.64,1.78,2.01,1.9,1.99,57.22,2.55,0,0,0
184,9/25/2019,0.69,0.42,0.52,0.42,0.01,0.009,-0.567862,2984.87,1.92879874,1.6,1.41,3.91,5.6,1.73,1.82,1.99,1.89,1.92,56.38,2.54,0,0,0
185,9/26/2019,-0.41,-0.98,0.12,0.35,0.29,0.009,-0.595894,2977.62,1.92837819,1.57,1.4,3.95,5.59,1.7,1.79,2.01,1.9,1.97,56.24,2.57,0,0,0
186,9/27/2019,-0.62,-0.17,0.88,0.24,0.56,0.009,-0.623975,2961.79,1.92200738,1.53,1.36,3.99,5.62,1.69,1.74,1.95,,,55.95,2.41,0,0,0
187,9/30/2019,0.5,-0.26,-0.48,0.62,-0.02,0.009,-0.708885,2976.74,1.92141911,1.53,1.35,4.02,5.65,1.68,1.75,1.97,1.9,,54.09,2.37,0,0,0
188,10/1/2019,-1.31,-0.65,-0.58,0.1,-0.19,0.007,-0.737826,2940.25,1.90952209,1.52,1.33,4.08,5.66,1.65,1.73,1.94,1.89,1.85,53.6,2.36,0,0,0
189,10/2/2019,-1.73,0.77,-0.36,-0.47,-0.26,0.007,-0.764527,2887.61,1.90542683,1.5,1.29,4.28,5.8,1.6,1.67,2.05,1.89,1.87,52.67,2.36,0,0,0
190,10/3/2019,0.8,-0.38,-0.89,-0.19,-0.18,0.007,-0.788996,2910.63,1.88218215,1.48,1.25,4.4,5.84,1.54,1.58,1.97,1.89,1.82,52.41,2.31,0,0,0
191,10/4/2019,1.39,-0.51,-0.07,-0.02,0.04,0.007,-0.81124,2952.01,1.86328292,1.5,1.27,4.38,5.8,1.52,1.58,1.98,1.86,1.93,52.84,2.25,0,0,0
192,10/7/2019,-0.41,0.13,-0.02,-0.06,-0.26,0.007,-0.864665,2938.79,1.86956553,1.51,1.27,4.31,5.78,1.56,1.64,1.88,1.81,1.86,52.76,2.36,0,0,0
193,10/8/2019,-1.61,-0.15,-0.12,0.42,0.02,0.007,-0.878016,2893.06,1.86665477,1.48,1.25,4.39,5.83,1.54,1.62,1.81,1.83,1.76,52.64,2.29,0,0,0
194,10/9/2019,0.92,-0.58,-0.09,0.13,-0.16,0.007,-0.889141,2919.4,1.86020468,1.49,1.24,4.32,5.81,1.59,1.59,1.83,1.82,1.84,52.63,2.26,0,0,0
195,10/10/2019,0.59,-0.26,0.26,0.12,-0.09,0.007,-0.898043,2938.13,1.85531915,1.52,1.29,4.26,5.82,1.67,1.63,1.86,1.79,1.77,53.57,2.26,0,0,0
196,10/11/2019,1.23,0.6,0.19,0.49,0.3,0.007,-0.904725,2970.27,1.8530093,1.56,1.34,4.1,5.75,1.76,1.67,1.91,,1.87,54.76,2.13,0,0,0
197,10/14/2019,-0.18,-0.35,-0.04,-0.17,-0.08,0.007,-0.911472,2966.15,1.8530093,,,4.08,5.72,,,,,,53.57,2.13,0,0,0
198,10/15/2019,1.03,0.25,-0.25,-0.22,-0.68,0.007,-0.909291,2995.68,1.87346375,1.56,1.33,4.01,5.67,1.77,1.65,1.97,1.78,1.87,52.81,2.29,0,0,0
199,10/16/2019,-0.24,0.48,0.23,0.38,0.26,0.007,-0.904894,2989.69,1.8740481,1.57,1.35,4.01,5.64,1.75,1.59,1.9,,,53.42,2.44,0,0,0
200,10/17/2019,0.37,0.79,-0.28,0.11,-0.04,0.007,-0.89828,2997.95,1.86799142,1.59,1.52,4,5.64,1.76,1.59,1.92,,1.89,53.89,2.29,0,0,0
201,10/18/2019,-0.49,-0.14,0.87,-0.08,0.38,0.007,-0.889447,2986.2,1.86105263,1.6,1.52,4.02,5.64,1.76,1.58,1.91,,1.9,53.75,2.08,0,0,0
202,10/21/2019,0.71,0.3,0.35,0.02,0.02,0.007,-0.849361,3006.72,1.87020408,1.61,1.53,3.98,5.65,1.8,1.59,1.81,,,53.28,2.13,0,0,0
203,10/22/2019,-0.34,0.49,0.86,0.42,0.33,0.007,-0.831136,2995.99,1.8694004,1.61,1.53,3.99,5.64,1.78,1.59,1.87,1.76,,54.21,2.21,0,0,0
204,10/23/2019,0.25,-0.1,0.27,-0.01,0.08,0.007,-0.810431,3004.52,1.86515936,1.61,1.52,3.98,5.61,1.77,1.58,1.84,1.75,,55.9,2.34,0,0,0
205,10/24/2019,0.25,-0.5,-0.89,-0.06,-0.66,0.007,-0.787239,3010.29,1.87018506,1.62,1.52,3.96,5.58,1.77,1.59,1.83,1.79,,56.11,2.33,0,0,0
206,10/25/2019,0.51,0.39,0.08,0.34,-0.04,0.007,-0.761552,3022.55,1.86922652,1.65,1.55,3.89,5.57,1.8,1.6,1.89,,,56.52,2.26,0,0,0
207,10/28/2019,0.62,0.28,-0.25,0.01,-0.04,0.007,-0.669861,3039.42,1.86092096,1.64,1.53,3.85,5.57,1.85,1.6,1.77,1.78,,55.6,2.49,0,0,0
208,10/29/2019,-0.13,0.4,0.5,-0.05,0.1,0.007,-0.634948,3036.89,1.86762111,1.61,1.51,3.86,5.56,1.84,1.59,1.84,1.73,1.79,55.34,2.61,0,0,0
209,10/30/2019,0.27,-0.63,-1.17,-0.47,-0.02,0.007,-0.597912,3046.77,1.86587079,1.57,1.47,3.96,5.63,1.78,1.59,1.83,1.75,1.73,54.85,2.71,0,0,0
210,10/31/2019,-0.38,-0.34,-0.43,-0.28,0.19,0.007,-0.558742,3037.56,1.63263011,1.54,1.44,4.15,5.73,1.69,1.53,1.71,1.67,1.66,54.02,2.73,0,0,0
211,11/1/2019,1.08,0.65,0.83,-0.17,0.13,0.006,-0.517425,3066.91,1.61754967,1.59,1.5,4.09,5.71,1.73,1.53,1.76,1.57,1.64,56.04,2.54,0,0,0
212,11/4/2019,0.4,0.32,1.36,0.62,0.12,0.006,-0.40812,3078.27,1.61463675,1.64,1.56,3.99,5.65,1.79,1.56,1.8,,,56.33,2.77,0,0,0
213,11/5/2019,-0.03,0.38,0.44,0,-0.01,0.006,-0.375345,3074.62,1.61511969,1.68,1.58,3.97,5.69,1.86,1.62,1.78,1.66,1.69,57.04,2.77,0,0,0
214,11/6/2019,-0.05,-0.8,0.23,-0.17,0.31,0.006,-0.344234,3076.78,1.60848459,1.66,1.57,4.02,5.7,1.81,1.58,1.86,1.56,1.62,56.15,2.82,0,0,0
215,11/7/2019,0.38,-0.01,0.51,0.09,-0.21,0.006,-0.314778,3085.18,1.61144682,1.69,1.61,3.96,5.74,1.92,1.58,1.87,,1.64,56.91,2.84,0,0,0
216,11/8/2019,0.31,-0.01,-0.36,-0.12,0.06,0.006,-0.286967,3093.08,1.5962862,1.71,1.63,4,5.78,1.94,1.58,1.7,1.63,1.64,57.02,2.87,0,0,0
217,11/11/2019,-0.19,-0.07,-0.19,-0.07,-0.08,0.006,-0.214005,3087.01,1.5962862,,,3.99,5.78,,,,,,,,0,0,0
218,11/12/2019,0.16,-0.18,-0.15,-0.17,-0.22,0.006,-0.194063,3091.84,1.60829385,1.7,1.6,4,5.76,1.92,1.58,1.74,,1.65,56.67,2.72,0,0,0
219,11/13/2019,0.01,-0.41,-0.82,-0.29,-0.03,0.006,-0.176413,3094.04,1.60050703,1.66,1.58,4.05,5.78,1.88,1.57,1.75,,1.58,56.88,2.66,0,0,0
220,11/14/2019,0.07,-0.15,-0.25,0.13,-0.35,0.006,-0.161051,3096.63,1.61222668,1.62,1.54,4.08,5.76,1.82,1.55,1.74,,1.58,56.57,2.68,0,0,0
221,11/15/2019,0.74,-0.29,-0.33,-0.01,0.05,0.006,-0.14797,3120.46,1.60609005,1.63,1.52,4.06,5.75,1.84,1.54,1.63,,1.55,57.54,2.7,0,0,0
222,11/18/2019,0.02,-0.36,-0.51,-0.04,-0.32,0.006,-0.12265,3122.03,1.61054945,1.63,1.54,4.09,5.77,1.81,1.54,1.86,1.59,,56.82,2.64,0,0,0
223,11/19/2019,0.02,0.35,-0.95,-0.87,-0.22,0.006,-0.119197,3120.18,1.61464362,1.63,1.53,4.12,5.78,1.79,1.54,1.72,1.63,1.59,54.93,2.53,0,0,0
224,11/20/2019,-0.33,-0.14,-0.45,-0.56,-0.29,0.006,-0.118279,3108.46,1.6106486,1.6,1.51,4.18,5.81,1.73,1.54,1.68,1.6,1.58,56.71,2.56,0,0,0
225,11/21/2019,-0.14,-0.31,0.11,0.08,-0.1,0.006,-0.119897,3103.54,1.61070849,1.63,1.53,4.17,5.83,1.77,1.55,1.77,,1.57,58.36,2.53,0,0,0
226,11/22/2019,0.24,0.16,0.22,0.18,0.05,0.006,-0.124051,3110.29,1.60704388,1.62,1.53,4.13,5.8,1.77,1.56,1.79,1.68,1.6,57.68,2.62,0,0,0
227,11/25/2019,0.92,1.27,-0.38,0.11,0.02,0.006,-0.151032,3133.64,1.60607354,1.62,1.53,4.08,5.73,1.76,1.58,1.8,,,57.79,2.51,0,0,0
228,11/26/2019,0.19,-0.09,-0.9,0.2,-0.25,0.006,-0.163931,3140.52,1.60543711,1.62,1.52,4.05,5.68,1.74,1.59,1.87,,,58.25,2.51,0,0,0
229,11/27/2019,0.44,0.22,-0.02,0.04,-0.02,0.006,-0.178669,3153.63,1.60617708,1.63,1.54,3.99,5.66,1.77,1.6,,,,58.12,2.46,0,0,0
230,11/29/2019,-0.42,-0.11,-0.31,-0.47,0,0.006,-0.213684,3140.98,1.60908385,1.61,1.5,4.01,5.67,1.78,1.6,1.79,,,58.12,2.46,0,0,0
231,12/2/2019,-0.87,-0.13,0.48,0.09,0.2,0.007,-0.276195,3113.87,1.6006841,1.65,1.54,4.03,5.75,1.83,1.6,1.81,,1.67,55.97,2.29,0,0,0
232,12/3/2019,-0.66,0.42,-0.83,-0.51,-0.55,0.007,-0.294196,3093.2,1.60223933,1.63,1.51,4.14,5.75,1.72,1.57,1.74,,,56.15,2.42,0,0,0
233,12/4/2019,0.6,0.22,0.25,0.16,0.09,0.007,-0.310131,3112.76,1.60458018,1.66,1.54,4.02,5.69,1.77,1.56,1.69,1.84,1.58,58.46,2.43,0,0,0
234,12/5/2019,0.13,-0.14,0.46,0.26,0.35,0.007,-0.324006,3117.43,1.59924025,1.67,1.55,4,5.68,1.8,1.56,1.66,1.63,,58.42,2.42,0,0,0
235,12/6/2019,0.91,0.38,0.37,0.33,0.22,0.007,-0.335824,3145.91,1.59629545,1.69,1.59,3.89,5.62,1.84,1.57,1.64,,1.58,59.2,2.31,0,0,0
236,12/9/2019,-0.33,0.31,0.12,-0.13,-0.22,0.007,-0.360637,3135.96,1.58847877,1.69,1.59,3.88,5.6,1.83,1.56,1.75,,1.62,58.99,2.17,0,0,0
237,12/10/2019,-0.08,0.28,-0.09,-0.2,0.04,0.007,-0.367585,3132.52,1.58634536,1.71,1.59,3.84,5.57,1.85,1.56,1.8,,1.65,59.22,2.18,0,0,0
238,12/11/2019,0.28,-0.09,0.13,0.32,0.16,0.007,-0.374154,3141.63,1.59327146,1.69,1.6,3.83,5.53,1.79,1.55,1.77,,1.66,58.74,2.28,0,0,0
239,12/12/2019,0.9,0.12,1.14,0.13,0.2,0.007,-0.380344,3168.57,1.58712434,1.72,1.62,3.7,5.48,1.9,1.55,,,,59.18,2.28,0,0,0
240,12/13/2019,-0.03,-0.45,-0.54,-0.28,-0.24,0.007,-0.386158,3168.8,1.59091106,1.7,1.62,3.71,5.42,1.82,1.54,1.71,,,60.11,2.28,0,0,0
241,12/16/2019,0.74,-0.04,-0.04,-0.39,0.2,0.007,-0.400526,3191.45,1.58592401,1.73,1.64,3.62,5.37,1.89,1.54,1.72,,,60.21,2.34,0,0,0
242,12/17/2019,0.1,0.48,0.67,0.12,-0.03,0.007,-0.403182,3192.52,1.58407723,1.75,1.65,3.58,5.33,1.89,1.53,1.83,,1.7,60.88,2.3,0,0,0
243,12/18/2019,-0.05,0.29,0.09,0.28,0,0.007,-0.404636,3191.14,1.59020063,1.76,1.68,3.51,5.28,1.92,1.54,1.77,1.67,,60.93,2.26,0,0,0
244,12/19/2019,0.43,-0.14,-0.42,-0.25,-0.04,0.007,-0.404886,3205.37,1.59096689,1.77,1.68,3.54,5.3,1.92,1.52,1.75,1.68,1.61,61.3,2.21,0,0,0
245,12/20/2019,0.48,-0.27,-0.31,0,-0.06,0.007,-0.403933,3221.22,1.59389631,1.77,1.67,3.53,5.29,1.92,1.52,1.8,1.68,1.68,60.43,2.27,0,0,0
246,12/23/2019,0.1,0.16,-0.34,-0.13,0.33,0.007,-0.393801,3224.01,1.60237342,1.75,1.67,3.52,5.3,1.93,1.53,1.89,,1.71,60.51,2.17,0,0,0
247,12/24/2019,0.01,0.37,-0.01,-0.28,0.04,0.007,-0.38793,3223.38,1.59760563,1.75,1.67,3.53,5.29,1.9,1.53,1.9,,,61.17,2.11,0,0,0
248,12/26/2019,0.48,-0.56,0,0.25,-0.18,0.007,-0.37241,3239.91,1.60334211,1.74,1.66,3.53,5.28,1.9,1.53,,,,61.72,2.09,0,0,0
249,12/27/2019,-0.1,-0.55,-0.07,0.25,0.11,0.007,-0.362757,3240.02,1.60083899,1.73,1.64,3.56,5.27,1.88,1.51,1.65,,,61.76,1.75,0,0,0
250,12/30/2019,-0.57,0.28,0.56,0.11,0.38,0.007,-0.326766,3221.29,1.60260422,1.75,1.66,3.6,5.3,1.9,1.57,,,,61.66,2.06,0,0,0
251,12/31/2019,0.28,0.01,0.11,-0.12,0.25,0.007,-0.313182,3230.78,1.60466667,1.77,1.68,3.6,5.33,1.92,1.59,1.79,,,61.14,2.09,0,0,0
252,1/2/2020,0.86,-0.97,-0.34,0.24,-0.22,0.006,-0.284887,3257.85,1.60345127,1.8,1.72,3.56,5.28,1.88,1.56,1.74,1.61,1.59,61.17,2.05,0,0,0
253,1/3/2020,-0.67,0.3,0.01,-0.14,-0.1,0.006,-0.271155,3234.85,1.59949229,1.77,1.69,3.61,5.25,1.8,1.55,1.7,1.6,1.55,63,2.06,0,0,0
254,1/6/2020,0.36,-0.21,-0.55,-0.17,-0.26,0.006,-0.231671,3246.28,1.59994121,1.75,1.69,3.57,5.23,1.81,1.54,1.68,1.6,1.55,63.27,2.1,0,0,0
255,1/7/2020,-0.19,-0.03,-0.25,-0.13,-0.25,0.006,-0.219192,3237.18,1.59770208,1.74,1.67,3.54,5.21,1.83,1.53,1.66,1.62,1.56,62.7,2.17,0,0,0
256,1/8/2020,0.47,-0.17,-0.64,-0.2,-0.17,0.006,-0.207062,3253.05,1.58661818,1.75,1.68,3.5,5.22,1.87,1.55,1.64,1.61,1.53,59.65,2.09,0,0,0
257,1/9/2020,0.65,-0.71,-0.49,-0.14,0.04,0.006,-0.195279,3274.7,1.58861092,1.74,1.67,3.49,5.19,1.85,1.54,1.7,1.61,,59.56,2.05,0,0,0
258,1/10/2020,-0.34,-0.27,-0.33,0.04,-0.08,0.006,-0.183838,3265.35,1.58425806,1.76,1.67,3.48,5.17,1.83,1.53,1.61,1.59,,59.02,2.05,0,0,0
259,1/13/2020,0.73,-0.1,-0.08,0.34,0.27,0.006,-0.150406,3288.13,1.58998729,1.77,1.7,3.48,5.17,1.85,1.53,,1.58,,58.17,2.03,0,0,0
260,1/14/2020,-0.06,0.47,-0.18,-0.33,-0.06,0.006,-0.138044,3283.15,1.58660692,1.77,1.7,3.45,5.12,1.82,1.53,1.65,1.54,,58.34,2.15,0,0,0
261,1/15/2020,0.16,0.27,-0.81,-0.08,-0.18,0.006,-0.124879,3289.29,1.59255853,1.75,1.67,3.44,5.08,1.79,1.54,1.63,1.57,,57.86,2.01,0,0,0
262,1/16/2020,0.88,0.52,-0.11,0.03,-0.1,0.006,-0.110906,3316.81,1.59444676,1.74,1.68,3.42,5.08,1.81,1.54,1.67,1.58,1.58,58.52,2.06,0,0,0
263,1/17/2020,0.28,-0.63,-0.13,0.23,0,0.006,-0.0961205,3329.62,1.59669048,1.75,1.68,3.39,5.06,1.84,1.56,1.58,1.69,,58.55,2.07,0,0,0
264,1/21/2020,-0.32,-0.67,-0.61,-0.11,-0.25,0.006,-0.0318078,3320.79,1.59640496,1.74,1.66,3.47,5.09,1.78,1.54,1.64,1.57,,58.25,1.98,0,0,0
265,1/22/2020,0.08,-0.24,0.01,-0.27,0.01,0.006,-0.0159329,3321.75,1.60114719,1.72,1.64,3.49,5.11,1.77,1.55,1.64,1.56,1.57,56.76,1.89,0,0,0
266,1/23/2020,0.08,-0.06,-0.13,0.28,-0.07,0.006,-0.00023073,3325.54,1.60206967,1.7,1.64,3.58,5.18,1.74,1.55,1.63,1.56,1.56,55.51,1.95,0,0,0
267,1/24/2020,-0.97,-0.5,-0.29,0.16,-0.03,0.006,0.0153037,3295.47,1.60871762,1.68,1.62,3.68,5.23,1.7,1.55,1.61,1.55,1.55,54.09,1.91,0,0,0
268,1/27/2020,-1.56,0.26,-0.41,-0.53,0.03,0.006,0.0613559,3243.63,1.60786967,1.63,1.56,4.03,5.5,1.61,1.53,1.65,1.57,1.56,53.09,2.03,0,0,0
269,1/28/2020,1.02,-0.13,-0.42,0.17,-0.05,0.006,0.0770824,3276.24,1.60865443,1.65,1.59,3.86,5.37,1.65,1.53,1.58,1.57,1.54,53.33,1.96,0,0,0
270,1/29/2020,-0.1,-0.42,-0.97,0.25,0.08,0.006,0.0930728,3273.4,1.60927941,1.64,1.58,3.83,5.3,1.6,1.51,1.58,1.56,1.54,53.29,1.93,0,0,0
271,1/30/2020,0.34,-0.64,0.68,-0.45,-0.24,0.006,0.109332,3283.66,1.65318538,1.64,1.59,3.95,5.38,1.57,1.48,1.63,1.55,1.6,52.19,1.94,0,0,0
